ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
ToolCommandParser;0;1;17;0;1;0;0;9;10;0;0;0;0;0;0;0;0;0;0;0
ToolCommandRestorePassThroughOptions;0;1;32;0;4;0;0;5;16;6;0;0;0;0;0;0;0;0;0;0
ToolUninstallCommand;0;3;41;0;3;1;0;5;13;0;0;0;0;0;0;0;0;0;0;0
ToolUninstallCommandLowLevelErrorConverter;0;6;34;0;7;0;0;7;4;1;0;0;0;0;0;0;0;0;0;0
ToolUninstallCommandParser;0;1;30;0;1;0;0;4;15;0;3;1;1;0;0;0;0;0;0;0
ToolUninstallGlobalOrToolPathCommand;0;7;98;0;7;1;0;8;33;0;0;0;0;0;0;0;0;0;0;0
ToolUninstallLocalCommand;0;4;50;0;3;1;0;4;20;0;0;0;0;0;0;0;0;0;0;0
ToolUpdateCommand;0;3;41;0;3;1;0;5;13;0;0;0;0;0;0;0;0;0;0;0
ToolUpdateCommandParser;0;1;55;0;1;0;0;5;32;0;1;1;1;0;0;0;0;0;0;0
ToolUpdateGlobalOrToolPathCommand;0;18;222;0;24;1;0;10;85;14;11;3;28;0;4;0;15;0;1;0
ToolUpdateLocalCommand;0;8;120;0;6;1;0;8;44;0;7;3;10;0;6;0;0;0;1;0
RestoringCommand;0;7;65;0;12;1;4;6;24;15;2;2;2;0;0;0;0;0;1;0
CommonOptionResult;0;1;7;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
CommonOptions;0;2;69;0;11;0;0;35;53;45;11;9;9;0;0;0;0;0;0;0
DotNetCommandFactory;0;3;23;0;3;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0
DotNetTopLevelCommandBase;1;6;49;2;7;0;6;9;21;1;0;0;0;0;0;0;0;0;0;0
FilePermissionSetter;0;3;19;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
ForwardingApp;0;1;33;0;3;0;2;5;8;0;0;0;0;0;0;0;0;0;0;0
HelpException;0;1;7;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0
MsbuildProject;0;24;233;6;39;0;0;11;85;118;0;1;1;0;0;0;0;0;2;0
MsbuildProjectExtensions;0;10;79;0;20;0;0;0;38;55;4;4;4;0;0;0;0;0;0;0
MulticoreJitActivator;0;4;40;0;7;0;0;0;13;6;0;0;0;0;0;0;0;0;0;0
MulticoreJitProfilePathCalculator;0;3;36;0;5;0;0;0;13;6;0;0;0;0;0;0;0;0;0;0
NuGetForwardingApp;0;1;26;0;3;0;0;5;9;1;0;0;0;0;0;0;0;0;0;0
Parser;1;1;54;8;1;0;0;38;36;0;0;0;0;0;0;0;0;0;0;0
ParseResultExtensions;0;5;23;4;7;0;0;0;21;3;4;1;1;0;0;0;0;0;0;0
ParserExtensions;0;1;8;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
PrintableTable;0;26;175;2;33;0;0;1;60;22;7;3;14;0;0;0;4;0;0;1
Program;1;30;264;2;41;0;0;14;117;49;0;0;0;0;0;0;0;0;1;0
