ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
AudioBookMetadataService;0;5;20;0;5;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0
BookMetadataService;0;3;14;0;3;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0
BoxSetMetadataService;0;4;36;0;6;1;0;1;9;3;0;0;0;0;0;0;0;0;0;0
MovieDbBoxSetImageProvider;0;9;108;8;15;0;0;4;43;13;29;7;46;0;0;0;2;0;0;0
MovieDbBoxSetProvider;0;18;231;1;28;0;0;7;94;25;0;0;0;0;0;0;0;0;1;0
ChannelMetadataService;0;1;10;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
ChapterManager;0;1;22;0;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0
CollectionFolderMetadataService;0;1;10;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
FolderMetadataService;0;1;11;8;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
UserViewMetadataService;0;1;10;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
GenreMetadataService;0;1;10;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
LiveTvMetadataService;0;1;10;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0
ImageSaver;0;94;401;19;105;0;0;0;133;9;0;1;1;0;0;0;0;0;0;0
ItemImageProvider;0;83;443;7;97;0;0;2;151;52;1;9;9;0;1;0;2;0;2;0
MetadataService;1;144;693;6;174;0;0;3;190;305;7;15;54;0;1;0;9;0;0;0
RefreshResult;0;1;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ProviderManager;0;103;841;9;148;0;0;1;354;541;13;41;130;0;1;0;19;0;10;0
ProviderUtils;0;87;241;1;93;0;0;27;46;19;0;1;1;0;0;0;1;0;0;0
AudioImageProvider;0;10;93;2;14;0;0;0;38;6;3;3;3;0;2;0;0;0;0;0
FFProbeAudioInfo;0;13;105;13;15;0;0;1;36;3;0;0;0;0;0;0;0;0;0;0
FFProbeProvider;1;24;167;0;35;0;0;3;43;11;0;1;1;0;0;0;0;0;0;0
FFProbeVideoInfo;0;95;449;7;108;0;0;2;123;59;3;10;14;0;0;0;0;0;0;0
SubtitleDownloader;0;21;137;4;23;0;0;0;31;0;3;5;5;0;0;0;0;0;0;0
SubtitleResolver;0;15;144;5;19;0;0;2;48;4;0;1;1;0;0;0;0;0;0;0
SubtitleScheduledTask;0;12;155;3;15;0;0;0;28;4;0;0;0;0;0;0;0;0;0;0
VideoImageProvider;0;19;101;6;22;0;0;0;33;4;3;4;4;0;2;0;0;0;0;0
